Email Address,First Name,Last Name,Company,Phone,City,State,Address,Website,Tags,Source,Notes
lotaay@gmail.com,,,Himalaya Pathway,+975 17672570,Thimphu,,,http://himalayapathway.com/webmail,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/himalaya-pathway
kuensheytours@gmail.com,,,Kuenshey Tours and Trek,+975 77105571,Thimphu,,,http://www.kuensheytours.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/kuenshey-tours-and-trek
tshewang.penjor@gmail.com,,,Bhutan Himalayan Holidays,+975 17111964,Thimphu,,,http://bhutanculturaltravel.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/bhutan-himalayan-holidays
infobhutanquest@gmail.com,,,Pureland Travel Quest,+975 77309614,Thimphu,,,http://www.bhutanquest.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/pureland-travel-quest
subbaadventures@gmail.com,,,Subba Adventures,+975 77260400,Thimphu,,,http://www.subbaadventures.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/subba-adventures
info@bhutantraveladventures.com,,,Bhutan Travel Adventures,+975 17117793,Thimphu,,,http://www.bhutantraveladventures.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/bhutan-travel-adventures
bhutantravelpackage@gmail.com,,,Yatara Adventure,+975 17628813,Thimphu,,,http://www.bhutantravelpackage.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/yatara-adventure
info@dmcofbhutan.com,,,Bhutan DMC,+975 77107844,Thimphu,,,https://www.dmcofbhutan.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/bhutan-dmc
dzimlinggawa@gmail.com,,,Dzamling Gawa Tours and Travel,+975 16158307,Thimphu,,,http://dzamlinggawatours.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/dzamling-gawa-tours-and-travel
evergreensojourn@gmail.com,,,Evergreen Sojourn,+975 77310720,Thimphu,,,http://www.evergreensojourn.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/evergreen-sojourn
allnationsadventuresbtn@gmail.com,,,All Nations Adventures,+975 17551221,Thimphu,,,http://allnationsadventures.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/all-nations-adventures
info@bhutantravelguru.com,,,Bhutan Travel Guru,+975 77615269,Thimphu,,,http://www.bhutantravelguru.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/bhutan-travel-guru
lumott2016@gmail.com,,,Lumo Tour and Travel,+975 17718795,Thimphu,,,http://www.bhutanlumotours.com/,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/lumo-tour-and-travel
info@jigmeexpeditions.com,,,Jigme Expeditions,+975 17110900,Thimphu,,,http://www.jigmeexpeditions.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/jigme-expeditions
bhutanmysticaltours@gmail.com,,,Bhutan Mystical Tours & Adventures,+975 17756923,Thimphu,,,http://bhutanmystical.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/bhutan-mystical-tours-adventures
service@asiaodysseytravel.com,,,Asia Odyssey Travel,+975 77112888,Thimphu,,,http://www.bhutantrip.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/asia-odyssey-travel
pemyang@bpvbhutan.com,,,Bhutan Impact Travels,+975 77796844,Thimphu,,,http://www.bpvbhutan.com/bhutan-impact-travels,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/bhutan-impact-travels
mysticdragontoursandtravel26@gmail.com,,,Mystic Dragon,+975 17587471,Thimphu,,,http://mysticdragontoursandtravels.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/mystic-dragon
officegteh@gmail.com,,,Gateway to Exotic Himalayas,+975 17627178,Thimphu,,,http://www.gwteh.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/gateway-to-exotic-himalayas
himaquesttours@gmail.com,,,HimaQuest Tours,+975 17172022,Thimphu,,,http://himaquesttours.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/himaquest-tours
bhutandelight@mail.com,,,Bhutan Delight Tours & Treks,+975 17656440,Thimphu,,,http://bhutandelight.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/bhutan-delight-tours-treks
phuentshowhiteu@gmail.com,,,White Umbrella Tours,+975 77331613,Thimphu,,,https://wangdi.ru,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/white-umbrella-tours
gakigatshel@gmail.com,,,Little Planet Excursion,+975 17708108,Thimphu,,,http://littleplanetexcursion.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/little-planet-excursion
travelmorebhutan@gmail.com,,,Travel More,+975 17236237,Thimphu,,,http://www.travelmorebhutan.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/travel-more
contact@himalayas.com,,,unknown himalayas tours and treks,+975 16168313,Thimphu,,,http://unknownhimalayas.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/unknown-himalayas-tours-and-treks
info@bhutanmajestictravel.com,,,Bhutan Majestic Travel,+975 17111095,Thimphu,,,http://www.bhutanmajestictravel.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/bhutan-majestic-travel
ntstourtravels2025@gmail.com,,,NTS Tour and Travels,+975 77208086,Thimphu,,,http://www.ntsbhutan.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/nts-tour-and-travels
tallpinesbhutan@gmail.com,,,Tall Pines,+975 17164692,Thimphu,,,http://www.tallpinesbhutan.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/tall-pines
bhutanleadingtravel@gmail.com,,,Bhutan Leading Travel,+975 77209888,Thimphu,,,http://www.bhutanleadingtravel.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/bhutan-leading-travel
mayahimalayan@gmail.com,,,Maya Himalaya Travels,+975 17233434,Thimphu,,,http://www.mayahimalaya.com/,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/maya-himalaya-travels
bhutanhappygetaway@gmail.com,,,Happy Getaway tours & travel,+975 77857954,Thimphu,,,http://www.happygetawaytravel.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/happy-getaway-tours-travel
mindfulexplorersbhutan@gmail.com,,,Mindful Explorers,+975 17170455,Thimphu,,,http://www.mindfulexplorers.bt/index.html,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/mindful-explorers
accomplishbhutan@gmail.com,,,Accomplish Bhutan,+975 17714477,Thimphu,,,http://www.bhutanaccomplish.com/,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/accomplish-bhutan
lhadonsonam49@gmail.com,,,Wanderlust  Culture and Adventure Tours,+975 17999505,Thimphu,,,http://wanderlustcultureadventures.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/wanderlust-culture-and-adventure-tours
tshering.dhendup@abc.com.bt,,,All Bhutan Connection,+975 17110866,Thimphu,,,http://www.abc.com.bt,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/all-bhutan-connection
yeshichoden4@gmail.com,,,Choden Tours and Treks,+975 77836844,Thimphu,,,http://Www.chodenbhutan.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/choden-tours-and-treks
unseenhimalayasbhutan@gmail.com,,,Unseen Himalayas,+975 16168893,Thimphu,,,http://www.theunseenhimalayas.com/,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/unseen-himalayas
thegreathimalayanexplorer@gmail.com,,,The Great Himlayan Explorer,+975 17523905,Thimphu,,,http://www.tghexplorer.com/,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/the-great-himlayan-explorer
bhutannyinzer@gmail.com,,,Bhutan Nyinzer Expeditions,+975 17111590,Thimphu,,,http://www.vacationsinbhutan.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/bhutan-nyinzer-expeditions
reservation@yanatravel.com,,,YANA Expeditions,+975 17119779,Thimphu,,,http://yanatravel.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/yana-expeditions
bhutanlillytravels@gmail.com,,,Bhutan Lilly Travels,+975 77107524,Thimphu,,,http://www.bhutanlillytravels.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/bhutan-lilly-travels
goldengate.bhutan@gmail.com,,,Golden Gate Tour and Treks,+975 17188101,Thimphu,,,http://bhutangoldengate.com/,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/golden-gate-tour-and-treks
info@karmaytours.com,,,Karmay Tours,+975 17113689,Thimphu,,,http://www.karmaytours.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/karmay-tours
bhutangoodcare@gmail.com,,,Good Care Tours,+975 17491602,Thimphu,,,http://www.bhutangoodcare.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/good-care-tours
kinleyom01@gmail.com,,,LumaPath,+975 77256036,Thimphu,,,http://lumapth.mystrikingly.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/lumapath
choki@bluepoppybhutan.com,,,Blue Poppy Tours & Treks,+975 17181818,Thimphu,,,http://www.bluepoppybhutan.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/blue-poppy-tours-treks
bhutanlhtours@gmail.com,,,Bhutan Land of happiness Tours,+975 17377777,Thimphu,,,http://www.bhutanlhtours.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/bhutan-land-of-happiness-tours
info@bhutantravel.com.bt,,,Bhutan Travel Service,+975 17110010,Thimphu,,,http://www.bhutantravel.com.bt,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/bhutan-travel-service
rjdtours@gmail.com,,,RJD,+975 77754222,Thimphu,,,http://www.rjd.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/rjd
laqzialdorji@gmail.com,,,"Design for you, Tours and Travels",+975 17616838,Thimphu,,,http://designedforyoubhutan.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/design-for-you-tours-and-travels
hello@gerabtoursandtreks.bt,,,Gerab Tours and Treks,+975 16104550,Thimphu,,,http://www.gerabtoursandtreks.bt,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/gerab-tours-and-treks
info@journeytts.com,,,Journey to the South,+975 17601804,Thimphu,,,http://journeytts.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/journey-to-the-south
btcordinator@gmail.com,,,Bhutan Travel Coordinator,+975 77712127,Thimphu,,,http://www.bhutantravelcoordinator.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/bhutan-travel-coordinator
opsandres@ruralheritagebhutan.com,,,Rural Heritage Bhutan,+975 17113615,Thimphu,,,http://www.ruralheritagebhutan.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/rural-heritage-bhutan
happyplacebhutan@gmail.com,,,Happy Place Expedition,+975 17959897,Thimphu,,,http://happyplaceexpedition.com/,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/happy-place-expedition
khalamebar@gmail.com,,,Khala Mebar Tours & Trek,+975 17111137,Thimphu,,,http://www.khalamebar.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/khala-mebar-tours-trek
info@bhutanholidayplanner.com,,,Bhutan Holiday Planner,+975 17608328,Thimphu,,,https://www.bhutanholidayplanner.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/bhutan-holiday-planner
info@ultimatebhutantravel.com,,,Ultimate Botan Travel,+975 17171566,Thimphu,,,http://ultimatebhutantravel.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/ultimate-botan-travel
info@discoverbhutan.com,,,Discovery Bhutan Inc.,+975 17116560,Thimphu,,,http://www.discoverybhutan.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/discovery-bhutan-inc
mistymountainstoursandtreks16@gmail.com,,,Misty Mountains Tours and Treks,+975 17110098,Thimphu,,,http://bhutanmistymountaintours.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/misty-mountains-tours-and-treks
bhutanflowertour@gmail.com,,,Bhutan Flower Tours and Treks,+975 77737319,Thimphu,,,http://www.bhutanflowertour.bt,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/bhutan-flower-tours-and-treks
bhutangbs@gmail.com,,,Bhutan GBS Tours and Travel,+975 17856088,Thimphu,,,http://www.bhutangbstours.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/bhutan-gbs-tours-and-travel
apalatravels289@gmail.com,,,Apala Travels & Adventures,+975 17575888,Thimphu,,,http://www.apalatravels.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/apala-travels-adventures
info@bhutangateway.com,,,Bhutan Gateway Travel,+975 17117212,Thimphu,,,http://www.bhutangateway.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/bhutan-gateway-travel
nbidha2022@gmail.com,,,Druk Forever Son Tours & Treks,+975 17635633,Thimphu,,,http://www.bhutandrukforever.com/,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/druk-forever-son-tours-treks
wonderfulexpeditions@gmail.com,,,Wonderful Expeditions,+975 17848477,Thimphu,,,http://wonderfulexpeditions.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/wonderful-expeditions
info@happiestcountrytours.com,,,Happiest Country Tours,+975 77463636,Thimphu,,,http://happiestcountrytours.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/happiest-country-tours
choniome@gmail.com,,,Bhutan Jasmine Tours,+975 17115008,Thimphu,,,http://www.bhutanjasmine.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/bhutan-jasmine-tours
illuminatingtours@gmail.com,,,Illuminating Tours,+975 17112426,Thimphu,,,http://www.illuminatingtoursbhutan.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/illuminating-tours
rinchentourstreks@gmail.com,,,Rinchen Tours & Travels,+975 17652608,Thimphu,,,http://www.bhutanrinchentours.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/rinchen-tours-travels
ombhutan@gmail.com,,,Om Travenza Tours,+975 17724383,Thimphu,,,http://omtravenzabhutan.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/om-travenza-tours
info@exquisitebhutan.com,,,Exquisite Bhutan,+975 17573097,Thimphu,,,http://exquisitebhutan.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/exquisite-bhutan
getintobhutan@gmail.com,,,GET INTO BHUTAN TOURS,+975 17708791,Thimphu,,,http://www.getintobhutan.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/get-into-bhutan-tours
himalayajuuvacations@gmail.com,,,Himalaya Juu Vacations,+975 17956008,Thimphu,,,http://www.himalayajuuvacations.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/himalaya-juu-vacations
888hutanness@gmail.com,,,8 Hu TanNess,+975 17344490,Thimphu,,,http://www.8-hutanness.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/8-hu-tanness
bhutan@simplybhutan.com,,,Simply Bhutan,+975 17684332,Thimphu,,,http://www.simplybhutan.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/simply-bhutan
bhutantshendhentouragent@gmail.com,,,Bhutan Tshendhen Travel,+975 17629413,Thimphu,,,http://www.bhutantshendhentouragent.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/bhutan-tshendhen-travel
rejuvenatetoursandtravels@gmail.com,,,Rejuvenate tours and travels,+975 17780808,Thimphu,,,http://Rejuvenatetravels.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/rejuvenate-tours-and-travels
abidebtn@gmail.com,,,Abide Bhutan Adventure,+975 17725900,Thimphu,,,http://www.bhutantourtravel.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/abide-bhutan-adventure
asiantourstravel057@gmail.com,,,Asian Tours & Travel,+975 17264802,Thimphu,,,http://asiantravelbhutan.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/asian-tours-travel
bhutanfrontlinetravels@gmail.com,,,Bhutan Frontline Travels,+975 77203848,Thimphu,,,http://bhutanfrontlinetravels.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/bhutan-frontline-travels
bhutansky@gmail.com,,,SKY Travels,+975 17603836,Thimphu,,,http://www.bhutanskytravels.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/sky-travels
karmatourstravel@gmail.com,,,Karma Tours Travel,+975 17271329,Thimphu,,,http://www.karmatourstravel.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/karma-tours-travel
dorjiten020@gmail.com,,,Nyen-Dha,+975 17950827,Thimphu,,,http://www.nyendhatours.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/nyen-dha
followbhutan@gmail.com,,,Follow Bhutan Tours and Treks,+975 77442211,Thimphu,,,http://www.followbhutan.com/,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/follow-bhutan-tours-and-treks
info@planetbhutantours.com,,,Planet Pulse Tours and Trek,+975 77913666,Thimphu,,,http://www.planetbhutantours.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/planet-pulse-tours-and-trek
aogateways@gmail.com,,,Kingdom Tour & Trek,+975 77256770,Thimphu,,,https://kingdomexplore.com/,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/alpha-omega-gateway
info@happypeaktours.com,,,happy peak tours,+975 17841519,Thimphu,,,https://happypeaktours.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/happy-peak-tours
ttbhutan7@gmail.com,,,TEEM TRAVEL BHUTAN,+975 17391186,Thimphu,,,http://www.teembhutan.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/teem-travel-bhutan
visitbhutantravels@gmail.com,,,Visit Bhutan Tours and Travels,+975 77282894,Thimphu,,,http://www.visitbhutantours.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/visit-bhutan-tours-and-travels
drukyulholidays@gmail.com,,,Drukyul Holidays,+975 17909870,Thimphu,,,http://www.drukyulholidays.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/drukyul-holidays
info@bhutanrides.com,,,Bhutan Rides,+975 77220499,Thimphu,,,http://bhutanrides.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/bhutan-rides
bigbhutan@gmail.com,,,Big Bhutan Tours,+975 77889325,Thimphu,,,http://bigbhutantours.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/big-bhutan-tours
aekotoours@gmail.com,,,Aeko Tours and Treks,+975 77335599,Thimphu,,,http://www.aekotours.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/aeko-tours-and-treks
bhutanlhayul@gmail.com,,,Bhutan Lhayul Tours and Travels,+975 17140911,Thimphu,,,http://lhayul.com/,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/bhutan-lhayul-tours-and-travels
gohikeadventures@gmail.com,,,GoHike Adventures,+975 17349040,Thimphu,,,http://www.gohikeadventures.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/gohike-adventures
kelzang@myvistabhutantours.com,,,MyVista Tours & Treks,+975 17787805,Thimphu,,,http://www.myvistabhutantours.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/myvista-tours-treks
happinessinsidejourney@gmail.com,,,Happiness Inside Journey,+975 77952826,Thimphu,,,http://happinessinsidejourney.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/happiness-inside-journey
trulybhutantravel@gmail.com,,,Truly Bhutan Travel,+975 17130038,Thimphu,,,https://trulybhutan.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/truly-bhutan-travel
info@bct.com.bt,,,Bhutan Creative Tours,+975 17333222,Thimphu,,,http://www.bhutancreativetour.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/bhutan-creative-tours
info@travelwithindobhutan.com,,,Travel With Indo Shangrila,+975 17170641,Thimphu,,,http://travelwithindobhutan.com/,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/travel-with-indo-shangrila
dewarabsel@gmail.com,,,Dewa Rabsel Adventure,+975 17944744,Thimphu,,,http://www.dewarabsel.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/dewa-rabsel-adventure
blessedbhutanadv@gmail.com,,,Blessed Bhutan Adventure,+975 17602313,Thimphu,,,http://www.blessedbhutan.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/blessed-bhutan-adventure
info@snowwhitetours.com.bt,,,Snow White treks and tours,+975 17111161,Thimphu,,,http://www.snowwhitetours.com.bt,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/snow-white-treks-and-tours
travelutionsbhutan@gmail.com,,,Travelutions,+975 17504077,Thimphu,,,http://www.travelutionsbhutan.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/travelutions
yeshiongki16@gmail.com,,,Lhojong Dumra Tours,+975 77360462,Thimphu,,,http://Www.lhojongdumratours.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/lhojong-dumra-tours
urinzin2012@gmail.com,,,ManiBata Tours & Travels,+975 17804162,Thimphu,,,http://manibatatours.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/manibata-tours-travels
kuzubhutantravel@gmail.com,,,Kuzu Bhutan Travel,+975 17730998,Thimphu,,,http://www.kuzubhutantravels.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/kuzu-bhutan-travel
happytrips.bhutan@gmail.com,,,Happy Trips,+975 77884141,Thimphu,,,http://happytripsbhutan.com/,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/happy-trips
bhutanexperttravels@gmail.com,,,Bhutan Expert Travels,+975 17119392,Thimphu,,,http://www.bhutanexpert.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/bhutan-expert-travels
viaggioanimahimalaya@gmail.com,,,Viaggio Anima Himalaya,+975 17578625,Thimphu,,,http://viaggioanimahimalaya.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/viaggio-anima-himalaya
info@ingtravelco.com,,,Ing Travel Company,+975 17110321,Thimphu,,,http://www.ingtravelco.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/ing-travel-company
sales@trekking-in-bhutan.com,,,Trekking In Bhutan,+975 77845366,Thimphu,,,http://www.trekking-in-bhutan.com,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/trekking-in-bhutan
bhutandendrobium@gmail.com,,,Bhutan Dendrobium Tour & Trek,+975 17609354,Thimphu,,,http://www.bhutandendrobium.com/,bhutan-agent;tcb-directory;thimphu-agent,tcb-portal,TCB https://services.bhutan.travel/search/tour-operator/bhutan-dendrobium-tour-trek
